Id,Referencia,Código Barra,Nombre,SKU,Descripción,Item Tipo,Es Combo,Precio 1,Precio 2,Precio 3,Precio 4,Precio 5,Margen 1,Margen 2,Margen 3,Margen 4,Margen 5,No Comisionable,Marca Id,Marca Nombre,Categoria Id,Categoria Nombre,SubCategoria Id,SubCategoria Nombre,Familia Id,Familia Nombre,RazonTransaccion Id,RazonTransaccion Nombre,Item Unidad Id,Item Unidad Descripcion,Costo Promedio Ponderado,Punto Reorden,Costo Ultimo De Compra,Cuenta Compra,Cuenta Venta,Cuenta Costo,Suplidor,Estatus,Tipo Ingreso,Código Arancelario,Impuestos de Importación,Días de Garantía,Tiempo de Entrega,Crear Usuario,Fecha Creación,Actualizar Usuario,Fecha Actualización,Atributo 1,Atributo 2,Atributo 3,Atributo 4,Atributo 5,Atributo 6,Atributo 7,Atributo 8,Atributo 9,Atributo 10,Imagen
4151,CAJA DE ENGRANAJE,,55997AD / CAJA DE ENGRANAJE,IW6 IR1 152:1,CAJA DE ENGRANAJE,Producto con Inventario con Descuento y Despacho,No,5117,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,1931.412,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4152,"VALV DE CONT 3/4"" ANSI 150 C/A",,"56071 / Válvula de industrial/ serie 150/ 3/4""/ modelo PV6211",PV6211 ASMEB16 B6-6G,"Válvula de industrial, serie 150, 3/4"", modelo PV6211",Producto con Inventario con Descuento y Despacho,No,2411.9,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,1461.76,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4153,MOTING KIT P/ AC ST6135/6160,,56090 / Moting kit para ac st6135/6160 modelo PS2,PS2 6122,Moting kit para ac st6135/6160 modelo PS2,Producto con Inventario con Descuento y Despacho,No,346,,,,,45,,,,,No,276,CIRCOR,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,201.35,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4154,"VALV. K-MAX,4""C/POS.760E,FLANG",,"56034 / Válvula de industrial/ serie 760E/ 4""/ modelo KRC4F2S15TCD3N",KRC4F2S15TCD3N A1,"Válvula de industrial, serie 760E, 4"", modelo KRC4F2S15TCD3N",Producto con Inventario con Descuento y Despacho,No,5824,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,4171.09,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4155,"VALV DE CONT 4"" 150#C/ACTUADOR",,"56078 / Válvula de industrial/ serie 150/ 4""/ modelo PV6411",PV6411+ST6175.,"Válvula de industrial, serie 150, 4"", modelo PV6411",Producto con Inventario con Descuento y Despacho,No,9538,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,5545.13,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4156,VALV. REG. C/ PILOTO 1 ¨,,56417 / Válvula de industrial/ modelo E-C1E9A1,E-C1E9A1,"Válvula de industrial, modelo E-C1E9A1",Producto con Inventario con Descuento y Despacho,No,539.25,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,326.82,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4157,TRAMPA P/ VAPOR 1/2 NPT CUB.IN,,56401 / Manómetro/ WIKA modelo 81S-C9C9,81S-C9C9,"Manómetro, WIKA modelo 81S-C9C9",Producto con Inventario con Descuento y Despacho,No,6336.3985,,,,,45,,,,,No,277,LESLIE,224,56 - Manómetros,,,,,,,1,Unidad,4369.93,,4369.93,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4158,POSICIONADOR NEUM 760P 3-15,,56001 A79104 / Posicionador neumático 760p 3–15 modelo A79104,A79104,Posicionador neumático 760p 3–15 modelo A79104,Producto con Inventario con Descuento y Despacho,No,618.8,,,,,45,,,,,No,276,CIRCOR,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,476,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4159,"VALV DE CONT 1/2"" NPT 150 C/A",,"56070 / Válvula de industrial/ serie 150/ 1/2""/ conexión NPT/ modelo PV6211",PV6211 ASMEB16 C6-4S,"Válvula de industrial, serie 150, 1/2"", conexión NPT, modelo PV6211",Producto con Inventario con Descuento y Despacho,No,65582.57679,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,45229.3633,,45229.3633,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4160,ACTUADOR TORQUE 300 IN/LB 115V,,55999X DE305 / ACTUADOR TORQUE 300 IN/LB 115V,DE305,ACTUADOR TORQUE 300 IN/LB 115V,Producto con Inventario con Descuento y Despacho,No,783,,,,,45,,,,,No,76,GRAINGER,208,55 - Válvulas,,,,,,,1,Unidad,,,474.29,100302,,,Grainger,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4161,"VALV.CONTROL 2"" C/ACT NEUMATIC",,"56000A / Válvula de industrial/ 2""/ modelo S38778301",S38778301,"Válvula de industrial, 2"", modelo S38778301",Producto con Inventario con Descuento y Despacho,No,9432.34,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,5716.57,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4162,"VALV DE CONT 2"" ANSI 150 C/A",,"56074 / Válvula de industrial/ serie 150/ 2""/ modelo PV6311",PV6311 ASMEB16 A6-6B,"Válvula de industrial, serie 150, 2"", modelo PV6311",Producto con Inventario con Descuento y Despacho,No,2503,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,1455.12,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4163,VALV. REG.  1 ¨  CI NPT D50,,56414 / Válvula de industrial/ hierro fundido/ conexión NPT/ modelo D50-C1E9F,D50-C1E9F,"Válvula de industrial, hierro fundido, conexión NPT, modelo D50-C1E9F",Producto con Inventario con Descuento y Despacho,No,451.07,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,273.38,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4164,VALV. REG. 1/2 ¨  CI NPT D50,,56412 / Válvula de industrial/ hierro fundido/ conexión NPT/ modelo D50-C1C9F,D50-C1C9F,"Válvula de industrial, hierro fundido, conexión NPT, modelo D50-C1C9F",Producto con Inventario con Descuento y Despacho,No,279.8,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,169.58,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4165,FITTING P/VALV.REGULADORA 2¨,,56423 / Válvula de industrial/ modelo FIT-E-B1H1A1A,FIT-E-B1H1A1A,"Válvula de industrial, modelo FIT-E-B1H1A1A",Producto con Inventario con Descuento y Despacho,No,76.31,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,46.25,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4166,"VALV. DE CONTROL 2""",,"56064 / Válvula de industrial/ 2""/ modelo U843F4D1VL1",U843F4D1VL1,"Válvula de industrial, 2"", modelo U843F4D1VL1",Producto con Inventario con Descuento y Despacho,No,4474.612275,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,3085.9395,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4167,TRAMPA P/ VAPOR 1 NPT CUB.IN,,56403 / Manómetro/ WIKA modelo 83S-C9E9,83S-C9E9,"Manómetro, WIKA modelo 83S-C9E9",Producto con Inventario con Descuento y Despacho,No,282,,,,,45,,,,,No,277,LESLIE,224,56 - Manómetros,,,,,,,1,Unidad,,,235.16,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4168,VALV DE CONT DN20 C/A POS RTK,,56065 / Válvula de industrial/ modelo PV6211,PV6211 4S,"Válvula de industrial, modelo PV6211",Producto con Inventario con Descuento y Despacho,No,1590,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,924.86,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4169,VALV. REG.  3/4 ¨  CI NPT D50,,56413 / Válvula de industrial/ hierro fundido/ conexión NPT/ modelo D50-C1D9V,D50-C1D9V D50-C1D9F,"Válvula de industrial, hierro fundido, conexión NPT, modelo D50-C1D9V",Producto con Inventario con Descuento y Despacho,No,680,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,388.5,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4170,TRAMPA P/ VAPOR 1 TERMODINA,,56408 / Trampa para vapor 1 termodina modelo NTD600-N1E9A,NTD600-N1E9A,Trampa para vapor 1 termodina modelo NTD600-N1E9A,Producto con Inventario con Descuento y Despacho,No,12196.124,,,,,45,,,,,No,277,LESLIE,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,8411.12,,8411.12,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4171,TRAMPA P/ VAPOR 1 NPT FLOT.TER,,56404 / Manómetro/ WIKA modelo FTE10-C6E9A,FTE10-C6E9A,"Manómetro, WIKA modelo FTE10-C6E9A",Producto con Inventario con Descuento y Despacho,No,213.62,,,,,45,,,,,No,277,LESLIE,224,56 - Manómetros,,,,,,,1,Unidad,,,135.9435,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4172,"VALV. CONTROL 1""",,"56999 / Válvula de industrial/ 1""",,"Válvula de industrial, 1""",Producto con Inventario con Descuento y Despacho,No,3288.92,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,1755.705,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4173,POSICIONADOR RTK,,56001A / Posicionador rtk modelo SRI986 BIDS7EA,SRI986 BIDS7EA ANA,Posicionador rtk modelo SRI986 BIDS7EA,Producto con Inventario con Descuento y Despacho,No,1856,,,,,45,,,,,No,276,CIRCOR,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,1124.52,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4174,VALV.GLOBO D CONTROL 2.5¨ 3241,,56600 / Válvula de globo/ serie 3241/ modelo 1883249,1883249,"Válvula de globo, serie 3241, modelo 1883249",Producto con Inventario con Descuento y Despacho,No,10249.65,,,,,45,,,,,No,279,HERPLA,222,56 - Válvulas,,,,,,,1,Unidad,,,6211.91,100302,,,HERPLA ENGINEERING CORPORATION,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4175,FITTING P/VALV.REGULADORA 1¨,,56421 / Válvula de industrial/ modelo FIT-E-B1D1A1A,FIT-E-B1D1A1A,"Válvula de industrial, modelo FIT-E-B1D1A1A",Producto con Inventario con Descuento y Despacho,No,76.31,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,46.25,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4176,"VALV.CONTROL 2"" FLA 150 C/A+PO",,"56077 / Válvula de industrial/ serie 150/ 2""/ modelo PV6221",PV6221,"Válvula de industrial, serie 150, 2"", modelo PV6221",Producto con Inventario con Descuento y Despacho,No,3241.65,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,2062.935,,2062.935,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4177,VALV. SEG. 1-1/2 X 2 150 PSIG,,56435 / Válvula de industrial/ serie 150/ modelo 0031HGA-150,0031HGA-150,"Válvula de industrial, serie 150, modelo 0031HGA-150",Producto con Inventario con Descuento y Despacho,No,364.59,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,225.75,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4178,VALV. REG. C/ PILOTO 1 1/2 ¨,,56418 / Válvula de industrial/ modelo E-C1G9A1,E-C1G9A1,"Válvula de industrial, modelo E-C1G9A1",Producto con Inventario con Descuento y Despacho,No,873.31,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,529.28,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4179,"CUERPO 2"" CL300RF FISCHER",,56511 / Cuerpo 2? Cl300rf Fischer modelo CL300RF,CL300RF,Cuerpo 2? Cl300rf Fischer modelo CL300RF,Producto con Inventario con Descuento y Despacho,No,2003.45,,,,,45,,,,,No,263,INTERAMERI,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,1214.21,100302,,,Interamericana Resources Inc,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4180,KIT MONTURA P/POSIC Y 35R ACT,,56001B U008960 / Kit montura paraposic y 35r act modelo U008960190,U008960190,Kit montura paraposic y 35r act modelo U008960190,Producto con Inventario con Descuento y Despacho,No,112.95,,,,,45,,,,,No,276,CIRCOR,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,94.1275,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4181,"VALV.CONTROL 2 1/2""C/A 3VIAS",,"56081 / Válvula de industrial/ 1/2""/ modelo PV6324",PV6324 ST6160,"Válvula de industrial, 1/2"", modelo PV6324",Producto con Inventario con Descuento y Despacho,No,5287.9,,,,,45,,,,,No,278,RTK CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,3204.79,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4182,VALV. REG. C/ PILOTO 2 ¨,,56419 / Válvula de industrial/ modelo E-C1H9A1,E-C1H9A1,"Válvula de industrial, modelo E-C1H9A1",Producto con Inventario con Descuento y Despacho,No,1171.76,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,710.16,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4183,PILOTO P/VAL. REGULADOR 20-150,,56420 / Piloto paraval. regulador 20–150 modelo P-D-C1A1NS,P-D-C1A1NS,Piloto paraval. regulador 20–150 modelo P-D-C1A1NS,Producto con Inventario con Descuento y Despacho,No,16064.3905,,,,,45,,,,,No,277,LESLIE,221,56 - Reguladores,,,,,,,1,Unidad,11078.89,,11078.89,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4184,VALV. REG. 1 1/2 ¨  CI NPT D50,,56415 / Válvula de industrial/ hierro fundido/ conexión NPT/ modelo D50-C1G9G,D50-C1G9G,"Válvula de industrial, hierro fundido, conexión NPT, modelo D50-C1G9G",Producto con Inventario con Descuento y Despacho,No,693.56,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,420.34,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4185,KIT DE MONTURA P/ 55999O,,55999RRR / KIT DE MONTURA P/ 55999O,5740-11,KIT DE MONTURA P/ 55999O,Producto con Inventario con Descuento y Despacho,No,29.74,,,,,45,,,,,No,264,GENEBRE,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,22.88,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4186,FITTING P/VALV.REGULADOR 1 1/2,,56422 / Válvula de industrial/ modelo FIT-E-B1G1A1A,FIT-E-B1G1A1A,"Válvula de industrial, modelo FIT-E-B1G1A1A",Producto con Inventario con Descuento y Despacho,No,76.31,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,46.25,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4187,VALV. REG. 2 ¨  CI NPT D50,,56416 / Válvula de industrial/ hierro fundido/ conexión NPT/ modelo D50-C1H9G,D50-C1H9G,"Válvula de industrial, hierro fundido, conexión NPT, modelo D50-C1H9G",Producto con Inventario con Descuento y Despacho,No,988.63,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,599.17,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4188,KIT DE MONTURA P/ 55999N,,55999RR / KIT DE MONTURA P/ 55999N,5740-09,KIT DE MONTURA P/ 55999N,Producto con Inventario con Descuento y Despacho,No,28.08,,,,,45,,,,,No,264,GENEBRE,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,17.02,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4189,VALV. SEG. 2 X 2-1/2 150 PSIG,,56436 / Válvula de industrial/ serie 150/ modelo 0031JHA-150,0031JHA-150,"Válvula de industrial, serie 150, modelo 0031JHA-150",Producto con Inventario con Descuento y Despacho,No,508.72,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,315,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4190,REGULADOR D/PRESION 0-60PSI,,56016 / Regulador de presion 0–60 psi modelo U301802914,U301802914,Regulador de presion 0–60 psi modelo U301802914,Producto con Inventario con Descuento y Despacho,No,317.4288,,,,,45,,,,,No,276,CIRCOR,221,56 - Reguladores,,,,,,,1,Unidad,,,201.7675,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4191,TRAMPA P/ VAPOR 3/4 NPT CUB.IN,,56402 / Manómetro/ WIKA modelo 82S-C9D9,82S-C9D9,"Manómetro, WIKA modelo 82S-C9D9",Producto con Inventario con Descuento y Despacho,No,165,,,,,45,,,,,No,277,LESLIE,224,56 - Manómetros,,,,,,,1,Unidad,,,146.25,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4192,VALV.CONTR 1-1/2 FLANG#600 WAF,,56004B KRS1W3S / Válvula de industrial/ serie 600/ modelo KRS1W3S14TO,KRS1W3S14TO B6NA0,"Válvula de industrial, serie 600, modelo KRS1W3S14TO",Producto con Inventario con Descuento y Despacho,No,2549.9968,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,1651.69,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4193,ACTUADOR ELEC.400V/50HZ CIRCOR,,56007BB / Actuador eléctrico.400 v/50hz Circor modelo ST 5113-34,ST 5113-34,Actuador eléctrico.400 v/50hz Circor modelo ST 5113-34,Producto con Inventario con Descuento y Despacho,No,4187.99,,,,,45,,,,,No,280,CIRCOR RTK,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,2492.85,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4194,PACKING SET (A12),,56007CA / Packing set (a12) modelo KM83000058,KM83000058,Packing set (a12) modelo KM83000058,Producto con Inventario con Descuento y Despacho,No,304.9,,,,,45,,,,,No,276,CIRCOR,225,56 - Conectores,,,,,,,1,Unidad,,,181.43,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4195,PLUG & STEM LESLIE A69376,,56014U A69376 / Plug & stem leslie a69376 modelo A69376,A69376,Plug & stem leslie a69376 modelo A69376,Producto con Inventario con Descuento y Despacho,No,1134.0888,,,,,45,,,,,No,277,LESLIE,227,56 - Termómetros,,,,,,,1,Unidad,,,660.89,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4196,PACKING SET P/VALVULA,,56029 A74212 / Packing set paraválvula modelo A74212,A74212,Packing set paraválvula modelo A74212,Producto con Inventario con Descuento y Despacho,No,92.9552,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,56.28,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4197,"VALV.CONTR 3/4"" #36RD C/ACTUAD",,"56004C / Válvula de industrial/ 3/4""/ modelo J3D91136RDAA11",J3D91136RDAA11,"Válvula de industrial, 3/4"", modelo J3D91136RDAA11",Producto con Inventario con Descuento y Despacho,No,1667.52,,,,,45,,,,,No,277,LESLIE,222,56 - Válvulas,,,,,,,1,Unidad,,,936.36,100302,,,LESLIE CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4198,"VALV. CONTROL BRIDADA 2"" C/ACT",,"56025 VALVULA / Válvula de industrial/ 2""/ modelo U851F3N1MF0",U851F3N1MF0,"Válvula de industrial, 2"", modelo U851F3N1MF0",Producto con Inventario con Descuento y Despacho,No,2846.844,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,1659.89,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4199,VALV REG DE PRES 1/2 25-80 PSI,,56016C / Válvula de industrial/ modelo D50-C1C9F,D50-C1C9F,"Válvula de industrial, modelo D50-C1C9F",Producto con Inventario con Descuento y Despacho,No,300,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,174.6,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4200,SPRING TOWER P/P28 Y P80 ACT,,56009 U0090052 / Spring tower parap28 y p80 act modelo U009005234,U009005234,Spring tower parap28 y p80 act modelo U009005234,Producto con Inventario con Descuento y Despacho,No,634.4,,,,,45,,,,,No,276,CIRCOR,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,312.48,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4201,POSICI. ELECT.NEUM.760E 4-2mA,,56007 A79105 / Posici. elect.neumático760e 4–2ma modelo A79105,A79105 760E11AAAG,Posici. elect.neumático760e 4–2ma modelo A79105,Producto con Inventario con Descuento y Despacho,No,1119.74,,,,,45,,,,,No,276,CIRCOR,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,861.34,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4202,STEM SEAL P/ VALVULA,,56028C N377409 / Válvula de industrial/ modelo N3774095,N3774095,"Válvula de industrial, modelo N3774095",Producto con Inventario con Descuento y Despacho,No,36.39,,,,,45,,,,,No,276,CIRCOR,226,56 - Sellos,,,,,,,1,Unidad,,,25.99,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4203,POSICIONADOR COMPL. ABB CON IP,,56019E / Posicionador Compl. abb Con ip modelo AV2.3.2.0.0.5.,AV2.3.2.0.0.5. N,Posicionador Compl. abb Con ip modelo AV2.3.2.0.0.5.,Producto con Inventario con Descuento y Despacho,No,2603.8,,,,,45,,,,,No,282,WISNER,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,1487.89,100302,,,WISNER CONTROLS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4204,RING GASKET DEL ASIENTO,,56027 A72907 / Ring gasket del asiento modelo A72907,A72907,Ring gasket del asiento modelo A72907,Producto con Inventario con Descuento y Despacho,No,186.68,,,,,45,,,,,No,276,CIRCOR,223,56 - Valvulas de control y accesorios,,,,,,,1,Unidad,,,105.8,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4205,"VALV. 1-1/2"" C/ACT AIR-TO-OPE",,"56015 D1TG8113 / Válvula de industrial/ 1/2""/ modelo D1TG81136RC",D1TG81136RC,"Válvula de industrial, 1/2"", modelo D1TG81136RC",Producto con Inventario con Descuento y Despacho,No,1082.328,,,,,45,,,,,No,276,CIRCOR,222,56 - Válvulas,,,,,,,1,Unidad,,,646.0125,100302,,,CIRCOR RTK,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
